disease,subtype,severity,question,answer,followup
fever,viral fever,mild,I think I have high temperature,"Based on what you shared, this may fit a **viral fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,bloating,moderate,My stomach hurts and I feel gassy,"Based on what you shared, this may fit a **bloating** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,high bp,mild,I have headache and I know my bp is high,"Based on what you shared, this may fit a **high bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,pms bloating,moderate,I have stomach pain and my period just started,"Based on what you shared, this may fit a **pms bloating** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,migraine,moderate,I woke up with a headache today,"Based on what you shared, this may fit a **migraine** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,sore throat,mild,I have cold with mild body pain,"Based on what you shared, this may fit a **sore throat** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,viral fever,severe,I feel very hot and tired,"Based on what you shared, this may fit a **viral fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,cramps,mild,I have gas and stomach cramps,"Based on what you shared, this may fit a **cramps** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,sugar fluctuation,severe,My sugar levels are going up and down,"Based on what you shared, this may fit a **sugar fluctuation** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,period cramps,moderate,I have strong period cramps,"Based on what you shared, this may fit a **period cramps** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,sinus,mild,I feel a heavy headache with exam stress,"Based on what you shared, this may fit a **sinus** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,runny nose,mild,I feel stuffy with runny nose,"Based on what you shared, this may fit a **runny nose** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,low-grade fever,moderate,I have fever with body pains,"Based on what you shared, this may fit a **low-grade fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,indigestion,mild,My stomach is paining after food,"Based on what you shared, this may fit a **indigestion** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,low bp,mild,I feel heavy in the head when my bp is high,"Based on what you shared, this may fit a **low bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,period cramps,severe,I have strong period cramps,"Based on what you shared, this may fit a **period cramps** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
